Type,Budget Amount,Fund,Department,Program,Account Type,Account,Budget Year
EXPENSE,25619,General Fund,Inspections,Construction-Insp,Employee Benefits,Dental Insurance,2012
EXPENSE,11105,General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,Dental Insurance,2012
EXPENSE,3276,General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,Dental Insurance,2012
EXPENSE,31567,General Fund,Inspections,Adm-Comm Dev Svcs,Employee Benefits,Health Insurance,2012
EXPENSE,437280,General Fund,Inspections,Construction-Insp,Employee Benefits,Health Insurance,2012
EXPENSE,203879,General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,Health Insurance,2012
EXPENSE,60593,General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,Health Insurance,2012
EXPENSE,780,General Fund,Inspections,Construction-Insp,Salaries and Wages,Expense Allowance,2012
EXPENSE,1500,General Fund,Inspections,Housing & Neighborhd Preserva,Capital Equipment,Audio Visual Equip,2012
EXPENSE,1000,General Fund,Inspections,Neighborhood Preservation-Insp,Capital Equipment,Audio Visual Equip,2012
EXPENSE,242,General Fund,Inspections,Adm-Comm Dev Svcs,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,3138,General Fund,Inspections,Construction-Insp,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,1244,General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,289,General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,2000,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Wireless Data Comm,2012
EXPENSE,25000,General Fund,Inspections,Construction-Insp,Direct Expenses,Wireless Data Comm,2012
EXPENSE,16000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Wireless Data Comm,2012
EXPENSE,3300,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Wireless Data Comm,2012
EXPENSE,15000,General Fund,Inspections,Construction-Insp,Direct Expenses,Building Demolition,2012
EXPENSE,130000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Building Demolition,2012
EXPENSE,1000,General Fund,Inspections,Construction-Insp,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,25000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,25000,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,64151,General Fund,Inspections,Construction-Insp,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,24493,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,8060,General Fund,Inspections,Adm-Comm Dev Svcs,Employee Benefits,Supplemental Retirement,2012
EXPENSE,92795,General Fund,Inspections,Construction-Insp,Employee Benefits,Supplemental Retirement,2012
EXPENSE,37570,General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,Supplemental Retirement,2012
EXPENSE,8726,General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,Supplemental Retirement,2012
EXPENSE,46926,General Fund,Inspections,Adm-Comm Dev Svcs,Other Expense,To Isf-Sir Workers Comp,2012
EXPENSE,1000,General Fund,Inspections,Adm-Comm Dev Svcs,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,5500,General Fund,Inspections,Construction-Insp,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,5000,General Fund,Inspections,Housing & Neighborhd Preserva,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,1500,General Fund,Inspections,Neighborhood Preservation-Insp,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,823,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,99878,General Fund,Inspections,Construction-Insp,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,27488,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,9536,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,5120,General Fund,Inspections,Construction-Insp,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,1400,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,85000,General Fund,Inspections,Construction-Insp,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,35000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,7000,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,-2855,General Fund,Inspections,Adm-Comm Dev Svcs,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-39542,General Fund,Inspections,Construction-Insp,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-18436,General Fund,Inspections,Housing & Neighborhd Preserva,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-5478,General Fund,Inspections,Neighborhood Preservation-Insp,Employee Benefits,Health Insurance Increment,2012
EXPENSE,1500,General Fund,Inspections,Adm-Comm Dev Svcs,Miscellaneous,Organization Dev & Training,2012
EXPENSE,1500,General Fund,Inspections,Construction-Insp,Miscellaneous,Organization Dev & Training,2012
EXPENSE,1500,General Fund,Inspections,Housing & Neighborhd Preserva,Miscellaneous,Organization Dev & Training,2012
EXPENSE,1500,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,20000,General Fund,Inspections,Construction-Insp,Direct Expenses,Computer Operations & Access,2012
EXPENSE,45000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Computer Operations & Access,2012
EXPENSE,30000,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Computer Operations & Access,2012
EXPENSE,7000,General Fund,Inspections,Adm-Comm Dev Svcs,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,4500,General Fund,Inspections,Construction-Insp,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,3000,General Fund,Inspections,Housing & Neighborhd Preserva,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,1000,General Fund,Inspections,Neighborhood Preservation-Insp,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,1000,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,3900,General Fund,Inspections,Construction-Insp,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,2400,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,2500,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,450,General Fund,Inspections,Adm-Comm Dev Svcs,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,28000,General Fund,Inspections,Construction-Insp,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,14000,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,4000,General Fund,Inspections,Neighborhood Preservation-Insp,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,3600,General Fund,Inspections,Construction-Insp,Direct Expenses,Copier Maintenance/Impressions,2012
EXPENSE,6600,General Fund,Inspections,Housing & Neighborhd Preserva,Direct Expenses,Copier Maintenance/Impressions,2012
EXPENSE,1262,General Fund,City Council,Adm-General Govt,Employee Benefits,Medicare,2012
EXPENSE,1019,General Fund,City Council,Adm-General Govt,Employee Benefits,FICA Temp,2012
EXPENSE,87000,General Fund,City Council,Adm-General Govt,Salaries and Wages,Salaries-Ft,2012
EXPENSE,5825,General Fund,City Council,Adm-General Govt,Direct Expenses,Computer Lease,2012
EXPENSE,1000,General Fund,City Council,Adm-General Govt,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1981,General Fund,City Council,Adm-General Govt,Direct Expenses,Office Supplies,2012
EXPENSE,2680,General Fund,City Council,Adm-General Govt,Direct Expenses,Photocopy Maint,2012
EXPENSE,920,General Fund,City Council,Adm-General Govt,Direct Expenses,Small Equipment,2012
EXPENSE,5394,General Fund,City Council,Adm-General Govt,Employee Benefits,Social Security,2012
EXPENSE,16441,General Fund,City Council,Adm-General Govt,Salaries and Wages,Expense Allowance,2012
EXPENSE,725,General Fund,City Council,Adm-General Govt,Direct Expenses,Wireless Data Comm,2012
EXPENSE,200,General Fund,City Council,Adm-General Govt,Direct Expenses,Repairs-Office Equip,2012
EXPENSE,3250,General Fund,City Council,Adm-General Govt,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,740,General Fund,City Council,Adm-General Govt,Other Expense,To Isf-Sir Workers Comp,2012
EXPENSE,6540,General Fund,City Council,Adm-General Govt,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,1500,General Fund,City Council,Adm-General Govt,Capital Equipment,Office Furniture & Equip,2012
EXPENSE,300,General Fund,City Council,Adm-General Govt,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,325,General Fund,City Council,Adm-General Govt,Direct Expenses,Computer Operations & Access,2012
EXPENSE,27000,General Fund,City Council,Adm-General Govt,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,2235,General Fund,City Council,Adm-General Govt,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,983,General Fund,City Council,Adm-General Govt,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,900,General Fund,City Council,Adm-General Govt,Direct Expenses,Copier Maintenance/Impressions,2012
EXPENSE,13155,General Fund,City Manager,Adm-General Govt,Employee Benefits,Medicare,2012
EXPENSE,1196,General Fund,City Manager,Emergency Management,Employee Benefits,Medicare,2012
EXPENSE,3809,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Medicare,2012
EXPENSE,1192,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Medicare,2012
EXPENSE,4929,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Medicare,2012
EXPENSE,2228,General Fund,City Manager,Adm-General Govt,Employee Benefits,FICA Temp,2012
EXPENSE,26076,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Longevity,2012
EXPENSE,7763,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Longevity,2012
EXPENSE,3301,General Fund,City Manager,Admin Svcs-Business Assist,Salaries and Wages,Longevity,2012
EXPENSE,4338,General Fund,City Manager,AdminSvcs-Sustainability,Salaries and Wages,Longevity,2012
EXPENSE,62416,General Fund,City Manager,Adm-General Govt,Employee Benefits,Retirement,2012
EXPENSE,6188,General Fund,City Manager,Emergency Management,Employee Benefits,Retirement,2012
EXPENSE,18073,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Retirement,2012
EXPENSE,5657,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Retirement,2012
EXPENSE,23494,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Retirement,2012
EXPENSE,190,General Fund,City Manager,Adm-General Govt,Miscellaneous,Advertising,2012
EXPENSE,877277,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Salaries-Ft,2012
EXPENSE,82511,General Fund,City Manager,Emergency Management,Salaries and Wages,Salaries-Ft,2012
EXPENSE,252912,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Salaries-Ft,2012
EXPENSE,78598,General Fund,City Manager,Admin Svcs-Business Assist,Salaries and Wages,Salaries-Ft,2012
EXPENSE,333846,General Fund,City Manager,AdminSvcs-Sustainability,Salaries and Wages,Salaries-Ft,2012
EXPENSE,521,General Fund,City Manager,Adm-General Govt,Employee Benefits,Medicare Temp,2012
EXPENSE,100,General Fund,City Manager,Adm-General Govt,Miscellaneous,Mileage Reimb,2012
EXPENSE,600,General Fund,City Manager,Admin Svcs-Administration,Miscellaneous,Mileage Reimb,2012
EXPENSE,1000,General Fund,City Manager,Admin Svcs-Business Assist,Miscellaneous,Mileage Reimb,2012
EXPENSE,300,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Wan Data Line,2012
EXPENSE,10441,General Fund,City Manager,Adm-General Govt,Direct Expenses,Computer Lease,2012
EXPENSE,782,General Fund,City Manager,Emergency Management,Direct Expenses,Computer Lease,2012
EXPENSE,5540,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Computer Lease,2012
EXPENSE,1127,General Fund,City Manager,Admin Svcs-Business Assist,Direct Expenses,Computer Lease,2012
EXPENSE,3827,General Fund,City Manager,AdminSvcs-Sustainability,Direct Expenses,Computer Lease,2012
EXPENSE,3820,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Merit Increase,2012
EXPENSE,2001,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Merit Increase,2012
EXPENSE,312,General Fund,City Manager,Admin Svcs-Business Assist,Salaries and Wages,Merit Increase,2012
EXPENSE,3277,General Fund,City Manager,AdminSvcs-Sustainability,Salaries and Wages,Merit Increase,2012
EXPENSE,2500,General Fund,City Manager,Adm-General Govt,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,700,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1200,General Fund,City Manager,Admin Svcs-Business Assist,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1175,General Fund,City Manager,AdminSvcs-Sustainability,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,38,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Range Increase,2012
EXPENSE,19,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Range Increase,2012
EXPENSE,6,General Fund,City Manager,Admin Svcs-Business Assist,Salaries and Wages,Range Increase,2012
EXPENSE,24,General Fund,City Manager,AdminSvcs-Sustainability,Salaries and Wages,Range Increase,2012
EXPENSE,-5729,General Fund,City Manager,Adm-General Govt,Employee Benefits,457 Plan Offset,2012
EXPENSE,-817,General Fund,City Manager,Emergency Management,Employee Benefits,457 Plan Offset,2012
EXPENSE,-2601,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,457 Plan Offset,2012
EXPENSE,-814,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,457 Plan Offset,2012
EXPENSE,-3381,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,457 Plan Offset,2012
EXPENSE,-3820,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Earnings Offset,2012
EXPENSE,-2001,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Earnings Offset,2012
EXPENSE,-312,General Fund,City Manager,Admin Svcs-Business Assist,Salaries and Wages,Earnings Offset,2012
EXPENSE,-3277,General Fund,City Manager,AdminSvcs-Sustainability,Salaries and Wages,Earnings Offset,2012
EXPENSE,6000,General Fund,City Manager,Adm-General Govt,Direct Expenses,Office Supplies,2012
EXPENSE,2500,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Office Supplies,2012
EXPENSE,3155,General Fund,City Manager,Adm-General Govt,Direct Expenses,Photocopy Maint,2012
EXPENSE,3769,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Photocopy Maint,2012
EXPENSE,1000,General Fund,City Manager,Adm-General Govt,Direct Expenses,Small Equipment,2012
EXPENSE,500,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Small Equipment,2012
EXPENSE,55762,General Fund,City Manager,Adm-General Govt,Employee Benefits,Social Security,2012
EXPENSE,5116,General Fund,City Manager,Emergency Management,Employee Benefits,Social Security,2012
EXPENSE,16287,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Social Security,2012
EXPENSE,5098,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Social Security,2012
EXPENSE,21172,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Social Security,2012
EXPENSE,4858,General Fund,City Manager,Adm-General Govt,Employee Benefits,Dental Insurance,2012
EXPENSE,425,General Fund,City Manager,Emergency Management,Employee Benefits,Dental Insurance,2012
EXPENSE,1075,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Dental Insurance,2012
EXPENSE,494,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Dental Insurance,2012
EXPENSE,1872,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Dental Insurance,2012
EXPENSE,85959,General Fund,City Manager,Adm-General Govt,Employee Benefits,Health Insurance,2012
EXPENSE,5645,General Fund,City Manager,Emergency Management,Employee Benefits,Health Insurance,2012
EXPENSE,17033,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Health Insurance,2012
EXPENSE,5694,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Health Insurance,2012
EXPENSE,34866,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Health Insurance,2012
EXPENSE,200,General Fund,City Manager,Adm-General Govt,Direct Expenses,Rental-Equipment,2012
EXPENSE,13141,General Fund,City Manager,Adm-General Govt,Salaries and Wages,Expense Allowance,2012
EXPENSE,3035,General Fund,City Manager,Admin Svcs-Administration,Salaries and Wages,Expense Allowance,2012
EXPENSE,816,General Fund,City Manager,Adm-General Govt,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,74,General Fund,City Manager,Emergency Management,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,236,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,74,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,307,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,2632,General Fund,City Manager,Adm-General Govt,Direct Expenses,Wireless Data Comm,2012
EXPENSE,1135,General Fund,City Manager,Emergency Management,Direct Expenses,Wireless Data Comm,2012
EXPENSE,650,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Wireless Data Comm,2012
EXPENSE,300,General Fund,City Manager,Adm-General Govt,Direct Expenses,Repairs-Office Equip,2012
EXPENSE,5000,General Fund,City Manager,Adm-General Govt,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,5840,General Fund,City Manager,Emergency Management,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,2500,General Fund,City Manager,Admin Svcs-Administration,Direct Expenses,Professional Svcs-Other,2012
EXPENSE,51747,General Fund,City Manager,Adm-General Govt,Employee Benefits,Supplemental Retirement,2012
EXPENSE,2475,General Fund,City Manager,Emergency Management,Employee Benefits,Supplemental Retirement,2012
EXPENSE,7881,General Fund,City Manager,Admin Svcs-Administration,Employee Benefits,Supplemental Retirement,2012
EXPENSE,2467,General Fund,City Manager,Admin Svcs-Business Assist,Employee Benefits,Supplemental Retirement,2012
EXPENSE,10245,General Fund,City Manager,AdminSvcs-Sustainability,Employee Benefits,Supplemental Retirement,2012
EXPENSE,9276,General Fund,City Manager,Adm-General Govt,Other Expense,To Isf-Sir Workers Comp,2012
